iter	RMSE
866	0.6812558821
867	0.6812356127
868	0.6812135989
869	0.681190559
870	0.68116691
871	0.6811442851
872	0.6811295301
873	0.6811074494
874	0.681083288
875	0.681051409
876	0.6810271924
877	0.6809995562
878	0.6809729674
879	0.680946753
880	0.6809244052
881	0.6809035535
882	0.6808823047
883	0.6808537165
884	0.6808351214
885	0.6808124832
886	0.6807922301
887	0.6807705702
888	0.6807489944
889	0.6807317262
890	0.6807157944
891	0.6806938667
892	0.6806762205
893	0.6806490931
894	0.6806287476
895	0.6806107272
896	0.6805902931
897	0.6805649197
898	0.6805452745
899	0.6805277755
900	0.6805101201
901	0.6804942599
902	0.6804700653
903	0.6804455433
904	0.6804334693
905	0.6804088114
906	0.6803873635
907	0.6803696776
908	0.6803532103
909	0.680330329
910	0.6803132884
911	0.6802941304
912	0.6802707333
913	0.6802569094
914	0.6802343941
915	0.6802096511
916	0.6801871242
917	0.6801614681
918	0.6801422814
919	0.680120867
920	0.6801025185
921	0.6800825113
922	0.6800547401
923	0.6800327863
924	0.6800104414
925	0.6799838923
926	0.679959351
927	0.6799296157
928	0.6799055785
929	0.6798756855
930	0.6798577056
931	0.6798323463
932	0.6798095477
933	0.6797925737
934	0.6797680535
935	0.6797537001
936	0.6797344242
937	0.6797175935
938	0.6796926207
939	0.6796694215
940	0.6796474922
941	0.6796298973
942	0.6796090668
943	0.6795896426
944	0.6795734414
945	0.6795578612
946	0.6795416047
947	0.6795214282
948	0.6794974097
949	0.6794841357
950	0.679467947
951	0.6794445638
952	0.6794188981
953	0.6793983724
954	0.679377712
955	0.6793585315
956	0.6793370502
957	0.6793182426
958	0.6793000765
959	0.6792770515
960	0.6792601502
961	0.679239658
962	0.6792236227
963	0.6792009031
964	0.6791781192
965	0.6791509942
966	0.6791366093
967	0.6791141726
968	0.6790859561
969	0.6790624398
970	0.6790461476
971	0.679031597
972	0.6790118731
973	0.6789988567
974	0.6789699622
975	0.6789454007
976	0.6789172443
977	0.6788976232
978	0.6788807969
979	0.6788632192
980	0.6788408321
981	0.6788189731
982	0.6787930311
983	0.6787652788
984	0.6787421638
985	0.6787170616
986	0.6786998334
987	0.6786729741
988	0.6786551445
989	0.6786313602
990	0.6786103026
991	0.6785919428
992	0.6785724022
993	0.6785554749
994	0.6785302656
995	0.6785097754
996	0.6784886593
997	0.6784666633
998	0.6784543208
999	0.678437785
1000	0.6784120301
1001	0.6783904385
1002	0.6783724685
1003	0.6783517669
1004	0.6783330313
1005	0.6783133141
1006	0.6782930848
1007	0.6782729824
1008	0.678251336
1009	0.6782340733
1010	0.6782049382
1011	0.6781808003
1012	0.6781558645
1013	0.6781404138
1014	0.6781255132
1015	0.6781053578
1016	0.6780823096
1017	0.6780661024
1018	0.678040599
1019	0.6780153005
1020	0.6779983096
1021	0.6779827618
1022	0.6779565708
1023	0.6779363483
1024	0.6779112677
1025	0.6778901707
1026	0.6778739711
1027	0.6778529139
1028	0.677837325
1029	0.6778125424
1030	0.6777952147
1031	0.6777795264
1032	0.6777548929
1033	0.6777283236
1034	0.6777032873
1035	0.6776828622
1036	0.677656203
1037	0.6776372984
1038	0.6776192614
1039	0.6775982692
1040	0.6775791919
1041	0.6775594632
1042	0.6775353265
1043	0.6775111262
1044	0.6774966138
1045	0.6774745192
1046	0.6774542798
1047	0.6774310258
1048	0.6774125609
1049	0.6773906215
1050	0.6773691644
1051	0.6773508265
1052	0.6773267178
1053	0.6773086633
1054	0.6772868369
1055	0.6772675186
1056	0.6772434234
1057	0.6772266045
1058	0.6772120819
1059	0.6771939234
1060	0.6771718681
1061	0.6771600863
1062	0.6771419736
1063	0.6771203834
1064	0.6770994385
1065	0.6770823586
1066	0.6770563922
1067	0.6770407955
1068	0.6770214625
1069	0.6769997889
1070	0.6769775033
1071	0.6769506323
1072	0.6769301726
1073	0.6769068356
1074	0.6768830034
1075	0.6768607652
1076	0.6768367903
1077	0.6768169314
1078	0.6768047621
1079	0.6767897304
1080	0.6767715911
1081	0.6767488219
1082	0.676727694
1083	0.6767078164
1084	0.676687242
1085	0.6766634091
1086	0.6766385156
1087	0.6766204
1088	0.6766004443
1089	0.6765771738
1090	0.6765544321
1091	0.6765385861
1092	0.6765166644
1093	0.6765021885
1094	0.6764779291
1095	0.6764547445
1096	0.6764330402
1097	0.6764107731
1098	0.6763834509
1099	0.6763623845
1100	0.6763440005
1101	0.6763195229
1102	0.676294502
1103	0.6762724529
1104	0.6762544345
1105	0.676222536
1106	0.6761993204
1107	0.6761794993
1108	0.6761656509
1109	0.6761534875
1110	0.6761273774
1111	0.67610102
1112	0.6760826155
1113	0.676065929
1114	0.6760421792
1115	0.6760282089
1116	0.6760140233
1117	0.6760019782
1118	0.675982286
1119	0.6759607762
1120	0.6759412126
1121	0.675921731
1122	0.6759060091
1123	0.6758816433
1124	0.6758539099
1125	0.6758357714
1126	0.6758100672
1127	0.6757912633
1128	0.6757574953
1129	0.6757373343
1130	0.675710153
1131	0.6756941493
1132	0.6756733248
1133	0.6756540616
1134	0.6756270789
1135	0.67561006
1136	0.6755933686
1137	0.6755751909
1138	0.6755464419
1139	0.6755200472
1140	0.6755054487
1141	0.6754878809
1142	0.6754686501
1143	0.675445066
1144	0.6754206882
1145	0.6753992671
1146	0.6753812268
1147	0.6753610044
1148	0.6753367603
1149	0.6753141004
1150	0.6752994071
1151	0.6752818846
1152	0.6752640099
1153	0.6752414537
1154	0.6752247858
1155	0.6752067691
1156	0.6751866052
1157	0.6751634819
1158	0.6751432269
1159	0.6751243556
1160	0.6751042759
1161	0.6750838094
